                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0851,                 3.6164,                 4.2168,                 0.0031,                0.92857,                0.00991,                0.00537,                 2.6308,                 3.9434,                 4.1589,                      0,                      0,                      0
